Mod:Item:MetaData, Localized Name
pressure:canister:0, Canister - Molten FLiBe Salt Solution of IPP-239 Fluoride Fuel
pressure:canister:0, Canister - Molten Depleted IPP-239 Fuel
pressure:canister:0, Canister - Molten Depleted IPP-239 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Depleted IPP-239 Fluoride Fuel
pressure:canister:0, Canister - Molten IPP-241 Fuel
pressure:canister:0, Canister - Molten IPP-241 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of IPP-241 Fluoride Fuel
pressure:canister:0, Canister - Molten Depleted IPP-241 Fuel
pressure:canister:0, Canister - Molten Depleted IPP-241 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Depleted IPP-241 Fluoride Fuel
pressure:canister:0, Canister - Molten IPA-242 Fuel
pressure:canister:0, Canister - Molten IPA-242 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of IPA-242 Fluoride Fuel
pressure:canister:0, Canister - Molten Depleted IPA-242 Fuel
pressure:canister:0, Canister - Molten Depleted IPA-242 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Depleted IPA-242 Fluoride Fuel
pressure:canister:0, Canister - Molten IPCm-243 Fuel
pressure:canister:0, Canister - Molten IPCm-243 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of IPCm-243 Fluoride Fuel
pressure:canister:0, Canister - Molten Depleted IPCm-243 Fuel
pressure:canister:0, Canister - Molten Depleted IPCm-243 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Depleted IPCm-243 Fluoride Fuel
pressure:canister:0, Canister - Molten IPCm-245 Fuel
pressure:canister:0, Canister - Molten IPCm-245 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of IPCm-245 Fluoride Fuel
pressure:canister:0, Canister - Molten Depleted IPCm-245 Fuel
pressure:canister:0, Canister - Molten Depleted IPCm-245 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Depleted IPCm-245 Fluoride Fuel
pressure:canister:0, Canister - Molten IPCm-247 Fuel
pressure:canister:0, Canister - Molten IPCm-247 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of IPCm-247 Fluoride Fuel
pressure:canister:0, Canister - Molten Depleted IPCm-247 Fuel
pressure:canister:0, Canister - Molten Depleted IPCm-247 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Depleted IPCm-247 Fluoride Fuel
pressure:canister:0, Canister - Molten IPB-248 Fuel
pressure:canister:0, Canister - Molten IPB-248 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of IPB-248 Fluoride Fuel
pressure:canister:0, Canister - Molten Depleted IPB-248 Fuel
pressure:canister:0, Canister - Molten Depleted IPB-248 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Depleted IPB-248 Fluoride Fuel
pressure:canister:0, Canister - Molten IPCf-249 Fuel
pressure:canister:0, Canister - Molten IPCf-249 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of IPCf-249 Fluoride Fuel
pressure:canister:0, Canister - Molten Depleted IPCf-249 Fuel
pressure:canister:0, Canister - Molten Depleted IPCf-249 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Depleted IPCf-249 Fluoride Fuel
pressure:canister:0, Canister - Molten IPCf-251 Fuel
pressure:canister:0, Canister - Molten IPCf-251 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of IPCf-251 Fluoride Fuel
pressure:canister:0, Canister - Molten Depleted IPCf-251 Fuel
pressure:canister:0, Canister - Molten Depleted IPCf-251 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Depleted IPCf-251 Fluoride Fuel
pressure:canister:0, Canister - Molten IPCf-253 Fuel
pressure:canister:0, Canister - Molten IPCf-253 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of IPCf-253 Fluoride Fuel
pressure:canister:0, Canister - Molten Depleted IPCf-253 Fuel
pressure:canister:0, Canister - Molten Depleted IPCf-253 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Depleted IPCf-253 Fluoride Fuel
pressure:canister:0, Canister - Molten IPE-254 Fuel
pressure:canister:0, Canister - Molten IPE-254 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of IPE-254 Fluoride Fuel
pressure:canister:0, Canister - Molten Depleted IPE-254 Fuel
pressure:canister:0, Canister - Molten Depleted IPE-254 Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Depleted IPE-254 Fluoride Fuel
pressure:canister:0, Canister - Molten PBP Fuel
pressure:canister:0, Canister - Molten PBP Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of PBP Fluoride Fuel
pressure:canister:0, Canister - Molten Depleted PBP Fuel
pressure:canister:0, Canister - Molten Depleted PBP Fluoride Fuel
pressure:canister:0, Canister - Molten FLiBe Salt Solution of Depleted PBP Fluoride Fuel
pressure:canister:0, Canister - Eutectic NaK-Steel Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Steel Mixture
pressure:canister:0, Canister - Eutectic NaK-Ferroboron Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Ferroboron Mixture
pressure:canister:0, Canister - Eutectic NaK-Tough Alloy Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Tough Alloy Mixture
pressure:canister:0, Canister - Eutectic NaK-Lithium Manganese Dioxide Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Lithium Manganese Dioxide Mixture
pressure:canister:0, Canister - Molten Lithium Manganese Dioxide
pressure:canister:0, Canister - Eutectic NaK-Magnesium Diboride Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Magnesium Diboride Mixture
pressure:canister:0, Canister - Molten Magnesium Diboride
pressure:canister:0, Canister - Eutectic NaK-Boron Arsenide Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Boron Arsenide Mixture
pressure:canister:0, Canister - Eutectic NaK-Boron Nitride Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Boron Nitride Mixture
pressure:canister:0, Canister - Eutectic NaK-Rhodochrosite Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Rhodochrosite Mixture
pressure:canister:0, Canister - Molten Rhodochrosite
pressure:canister:0, Canister - Eutectic NaK-Zirconium Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Zirconium Mixture
pressure:canister:0, Canister - Eutectic NaK-Hard Carbon Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Hard Carbon Mixture
pressure:canister:0, Canister - Eutectic NaK-Extreme Alloy Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Extreme Alloy Mixture
pressure:canister:0, Canister - Molten Extreme Alloy
pressure:canister:0, Canister - Eutectic NaK-Thermoconducting Alloy Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Thermoconducting Alloy Mixture
pressure:canister:0, Canister - Molten Thermoconducting Alloy
pressure:canister:0, Canister - Eutectic NaK-Zircaloy Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Zircaloy Mixture
pressure:canister:0, Canister - Molten Zircaloy
pressure:canister:0, Canister - Eutectic NaK-SiC-SiC CMC Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-SiC-SiC CMC Mixture
pressure:canister:0, Canister - Molten Sic-SiC CMC
pressure:canister:0, Canister - Eutectic NaK-HSLA Steel Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-HSLA Steel Mixture
pressure:canister:0, Canister - Molten HSLA Steel
pressure:canister:0, Canister - Eutectic NaK-S'more Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-S'more Mixture
pressure:canister:0, Canister - Eutectic NaK-Liquid Oxygen Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Liquid Oxygen Mixture
pressure:canister:0, Canister - Eutectic NaK-Corium Mixture
pressure:canister:0, Canister - Cold Eutectic NaK-Corium Mixture
pressure:canister:0, Canister - Eutectic NaK-TNT Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-TNT Mixture
pressure:canister:0, Canister - Eutectic NaK-Sea Lantern Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Sea Lantern Mixture
pressure:canister:0, Canister - Molten Sea Lantern
pressure:canister:0, Canister - Eutectic NaK-Bone Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Bone Mixture
pressure:canister:0, Canister - Molten Bone
pressure:canister:0, Canister - Eutectic NaK-Milk Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Milk Mixture
pressure:canister:0, Canister - Milk
pressure:canister:0, Canister - Eutectic NaK-Lava Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Lava Mixture
pressure:canister:0, Canister - Eutectic NaK-Sponge Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Sponge Mixture
pressure:canister:0, Canister - Molten Sponge
pressure:canister:0, Canister - Eutectic NaK-Bismuth Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Bismuth Mixture
pressure:canister:0, Canister - Molten Bismuth
pressure:canister:0, Canister - Eutectic NaK-Silicon Carbide Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Silicon Carbide Mixture
pressure:canister:0, Canister - Molten Silicon Carbide
pressure:canister:0, Canister - Eutectic NaK-Magma Cream Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Magma Cream Mixture
pressure:canister:0, Canister - Molten Magma Cream
pressure:canister:0, Canister - Eutectic NaK-Brick Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Brick Mixture
pressure:canister:0, Canister - Eutectic NaK-Silicon Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Silicon Mixture
pressure:canister:0, Canister - Eutectic NaK-Glowshroom Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Glowshroom Mixture
pressure:canister:0, Canister - Molten Silicon
pressure:canister:0, Canister - Eutectic NaK-Certus Quartz Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Certus Quartz Mixture
pressure:canister:0, Canister - Molten Certus Quartz
pressure:canister:0, Canister - Eutectic NaK-Fluix Crystal Mixture
pressure:canister:0, Canister - Hot Eutectic NaK-Fluix Crystal Mixture
pressure:canister:0, Canister - Molten Fluix Crystal
pressure:canister:0, Canister - fluid.deuterium_enriched_water
pressure:canister:0, Canister - fluid.mixtureofgas
pressure:canister:0, Canister - fluid.carbonicacid
pressure:canister:0, Canister - fluid.methane
pressure:canister:0, Canister - fluid.contaminatedwater
pressure:canister:0, Canister - Crude Oil
pressure:canister:0, Canister - Diesel
pressure:canister:0, Canister - Lubricant
pressure:canister:0, Canister - Gasoline
pressure:canister:0, Canister - Napalm
pressure:canister:0, Canister - Exhaust Steam
pressure:canister:0, Canister - Distilled Water
pressure:canister:0, Canister - Flue Gas
pressure:canister:0, Canister - High Pressure Steam
pressure:canister:0, Canister - Molten Salt
pressure:canister:0, Canister - Molten Sodium
pressure:canister:0, Canister - Superheated Molten Sodium
pressure:canister:0, Canister - Chlorine
pressure:canister:0, Canister - Oxygen
pressure:canister:0, Canister - Hydrogen
pressure:canister:0, Canister - Deuterium
pressure:canister:0, Canister - Tritium
pressure:canister:0, Canister - Helium-3
pressure:canister:0, Canister - Helium
pressure:canister:0, Canister - Molten Boron-10
pressure:canister:0, Canister - Molten Boron-11
pressure:canister:0, Canister - Molten Lithium-6
pressure:canister:0, Canister - Molten Lithium-7
pressure:canister:0, Canister - Molten Ferroboron
pressure:canister:0, Canister - Molten Tough Alloy
pressure:canister:0, Canister - Molten Hard Carbon
pressure:canister:0, Canister - Liquefacted Coal
pressure:canister:0, Canister - Molten Beryllium
pressure:canister:0, Canister - Molten Zirconium
pressure:canister:0, Canister - Molten Manganese Dioxide
pressure:canister:0, Canister - Molten Sulfur
pressure:canister:0, Canister - Liquid Helium
pressure:canister:0, Canister - Liquid Nitrogen
pressure:canister:0, Canister - Heavy Water
pressure:canister:0, Canister - Molten Ender
pressure:canister:0, Canister - Molten Lead Platinum
pressure:canister:0, Canister - Molten Enderium
pressure:canister:0, Canister - Molten Cryotheum
pressure:canister:0, Canister - Plasma
pressure:canister:0, Canister - Methanol
pressure:canister:0, Canister - RadAway Fluid
pressure:canister:0, Canister - Slow-Acting RadAway Fluid
pressure:canister:0, Canister - Redstone-Infused Ethanol
pressure:canister:0, Canister - Nitrogen
pressure:canister:0, Canister - Fluorine
pressure:canister:0, Canister - Carbon Dioxide
pressure:canister:0, Canister - Carbon Monoxide
pressure:canister:0, Canister - Ethylene
pressure:canister:0, Canister - Fluoromethane
pressure:canister:0, Canister - Ammonia
pressure:canister:0, Canister - Oxygen Difluoride
pressure:canister:0, Canister - Diborane
pressure:canister:0, Canister - Sulfur Dioxide
pressure:canister:0, Canister - Sulfur Trioxide
pressure:canister:0, Canister - Hydrofluoric Acid
pressure:canister:0, Canister - Boric Acid
pressure:canister:0, Canister - Sulfuric Acid
pressure:canister:0, Canister - Boron Nitride Solution
pressure:canister:0, Canister - Fluorite Water
pressure:canister:0, Canister - Calcium Sulfate Solution
pressure:canister:0, Canister - Sodium Fluoride Solution
pressure:canister:0, Canister - Potassium Fluoride Solution
pressure:canister:0, Canister - Sodium Hydroxide Solution
pressure:canister:0, Canister - Potassium Hydroxide Solution
pressure:canister:0, Canister - Borax Solution
pressure:canister:0, Canister - Irradiated Borax Solution
pressure:canister:0, Canister - Corium
pressure:canister:0, Canister - Crushed Ice
pressure:canister:0, Canister - Slurry Ice
pressure:canister:0, Canister - Chocolate Liquor
pressure:canister:0, Canister - Cocoa Butter
pressure:canister:0, Canister - Molten Unsweetened Chocolate
pressure:canister:0, Canister - Molten Dark Chocolate
pressure:canister:0, Canister - Molten Milk Chocolate
pressure:canister:0, Canister - Molten Sugar
pressure:canister:0, Canister - Molten Gelatin
pressure:canister:0, Canister - Hydrated Gelatin
pressure:canister:0, Canister - Liquid Marshmallow
pressure:canister:0, Canister - Molten Lithium Fluoride
pressure:canister:0, Canister - Molten Beryllium Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Mixture
pressure:canister:0, Canister - Molten Sodium Hydroxide
pressure:canister:0, Canister - Molten Potassium Hydroxide
pressure:canister:0, Canister - High Pressure Steam
pressure:canister:0, Canister - Exhaust Steam
pressure:canister:0, Canister - Low Pressure Steam
pressure:canister:0, Canister - Low Quality Steam
pressure:canister:0, Canister - Preheated Water
pressure:canister:0, Canister - Condensate Water
pressure:canister:0, Canister - Molten Sodium
pressure:canister:0, Canister - Molten Potassium
pressure:canister:0, Canister - Eutectic NaK Alloy
pressure:canister:0, Canister - Hot Eutectic NaK Alloy
pressure:canister:0, Canister - Emergency Coolant
pressure:canister:0, Canister - Heated Emergency Coolant
pressure:canister:0, Canister - Sublimated Arsenic
pressure:canister:0, Canister - Molten Boron Arsenide
pressure:canister:0, Canister - Silicon Carbide Vapor
pressure:canister:0, Canister - Molten Alugentum
pressure:canister:0, Canister - Molten Alumina
pressure:canister:0, Canister - Molten Strontium-90
pressure:canister:0, Canister - Molten Molybdenum
pressure:canister:0, Canister - Molten Ruthenium-106
pressure:canister:0, Canister - Molten Caesium-137
pressure:canister:0, Canister - Molten Promethium-147
pressure:canister:0, Canister - Molten Europium-155
pressure:canister:0, Canister - Molten Thorium
pressure:canister:0, Canister - Molten Uranium-233
pressure:canister:0, Canister - Molten Uranium-235
pressure:canister:0, Canister - Molten Uranium-238
pressure:canister:0, Canister - Molten Neptunium-236
pressure:canister:0, Canister - Molten Neptunium-237
pressure:canister:0, Canister - Molten Plutonium-238
pressure:canister:0, Canister - Molten Plutonium-239
pressure:canister:0, Canister - Molten Plutonium-241
pressure:canister:0, Canister - Molten Plutonium-242
pressure:canister:0, Canister - Molten Americium-241
pressure:canister:0, Canister - Molten Americium-242
pressure:canister:0, Canister - Molten Americium-243
pressure:canister:0, Canister - Molten Curium-243
pressure:canister:0, Canister - Molten Curium-245
pressure:canister:0, Canister - Molten Curium-246
pressure:canister:0, Canister - Molten Curium-247
pressure:canister:0, Canister - Molten Berkelium-247
pressure:canister:0, Canister - Molten Berkelium-248
pressure:canister:0, Canister - Molten Californium-249
pressure:canister:0, Canister - Molten Californium-250
pressure:canister:0, Canister - Molten Californium-251
pressure:canister:0, Canister - Molten Californium-252
pressure:canister:0, Canister - Molten TBU
pressure:canister:0, Canister - Molten TBU Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of TBU Fluoride Fuel
pressure:canister:0, Canister - Molten LEU-233
pressure:canister:0, Canister - Molten LEU-233 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of LEU-233 Fluoride Fuel
pressure:canister:0, Canister - Molten HEU-233
pressure:canister:0, Canister - Molten HEU-233 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of HEU-233 Fluoride Fuel
pressure:canister:0, Canister - Molten LEU-235
pressure:canister:0, Canister - Molten LEU-235 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of LEU-235 Fluoride Fuel
pressure:canister:0, Canister - Molten HEU-235
pressure:canister:0, Canister - Molten HEU-235 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of HEU-235 Fluoride Fuel
pressure:canister:0, Canister - Molten LEN-236
pressure:canister:0, Canister - Molten LEN-236 Fluoride
pressure:canister:0, Canister - Molten FLiBe Salt Solution of LEN-236 Fluoride Fuel
pressure:canister:0, Canister - Molten HEN-236
pressure:canister:0, Canister - Molten HEN-236 Fluoride
